ⲧⲁⲣⲭⲏ	ⲧ|ⲁⲣⲭⲏ
ⲁⲛⲟⲛ	ⲁⲛⲟⲛ
ϩⲁⲛⲥⲟϫ	ϩⲁⲛ|ⲥⲟϫ
ⲉⲑⲃⲉⲡⲭⲣⲓⲥⲧⲟⲥ	ⲉⲑⲃⲉ|ⲡ|ⲭⲣⲓⲥⲧⲟⲥ
ⲛⲑⲱⲧⲉⲛ	ⲛⲑⲱⲧⲉⲛ
ⲛⲑⲱⲧⲉⲛ	ⲛⲑⲱⲧⲉⲛ
ϩⲁⲛⲥⲁⲃⲉⲩ	ϩⲁⲛ|ⲥⲁⲃⲉⲩ
ϧⲉⲛⲡⲭⲣⲓⲥⲧⲟⲥ	ϧⲉⲛ|ⲡ|ⲭⲣⲓⲥⲧⲟⲥ
ⲁⲛⲟⲛ	ⲁⲛⲟⲛ
ϩⲁⲛϫⲱⲃ	ϩⲁⲛ|ϫⲱⲃ
ⲛⲑⲱⲧⲉⲛ	ⲛⲑⲱⲧⲉⲛ
ⲇⲉ	ⲇⲉ
ⲛⲑⲱⲧⲉⲛ	ⲛⲑⲱⲧⲉⲛ
ϩⲁⲛϫⲱⲣⲓ	ϩⲁⲛ|ϫⲱⲣⲓ
ⲛⲑⲱⲧⲉⲛ	ⲛⲑⲱⲧⲉⲛ
ⲧⲉⲧⲉⲛⲧⲁⲓⲏⲟⲩⲧ	ⲧⲉⲧⲉⲛ|ⲧⲁⲓⲏⲟⲩⲧ
ⲁⲛⲟⲛ	ⲁⲛⲟⲛ
ⲇⲉ	ⲇⲉ
ⲧⲉⲛϣⲏϣ	ⲧⲉⲛ|ϣⲏϣ
ϣⲁⲉϧⲟⲩⲛ	ϣⲁ|ⲉϧⲟⲩⲛ
ⲉⲧⲁⲓⲟⲩⲛⲟⲩ	ⲉ|ⲧⲁⲓ|ⲟⲩⲛⲟⲩ
ⲧⲉⲛϩⲟⲕⲉⲣ	ⲧⲉⲛ|ϩⲟⲕⲉⲣ
ⲟⲩⲟϩ	ⲟⲩⲟϩ
ⲧⲉⲛⲟⲃⲓ	ⲧⲉⲛ|ⲟⲃⲓ
ⲧⲉⲛⲃⲏϣ	ⲧⲉⲛ|ⲃⲏϣ
ⲟⲩⲟϩ	ⲟⲩⲟϩ
ⲥⲉϯ-ⲕⲉϩ	ⲥⲉ|ϯ-ⲕⲉϩ
ⲛⲁⲛ	ⲛⲁ|ⲛ
ⲟⲩⲟϩ	ⲟⲩⲟϩ
ⲧⲉⲛⲥⲉⲙⲛⲏⲟⲩⲧ	ⲧⲉⲛ|ⲥⲉⲙⲛⲏⲟⲩⲧ
ⲁⲛ	ⲁⲛ
.	.
ⲧⲉⲛϧⲟⲥⲓ	ⲧⲉⲛ|ϧⲟⲥⲓ
ⲉⲛⲉⲣ-ϩⲱⲃ	ⲉ|ⲛ|ⲉⲣ-ϩⲱⲃ
ⲛⲛⲉⲛϫⲓϫ	ⲛ|ⲛⲉⲛ|ϫⲓϫ
ⲙⲙⲓⲛⲙⲙⲟⲛ	ⲙⲙⲓⲛⲙⲙⲟ|ⲛ
ⲥⲉϩⲱⲟⲩϣ	ⲥⲉ|ϩⲱⲟⲩϣ
ⲉⲣⲟⲛ	ⲉⲣⲟ|ⲛ
ⲟⲩⲟϩ	ⲟⲩⲟϩ
ⲧⲉⲛⲥⲙⲟⲩ	ⲧⲉⲛ|ⲥⲙⲟⲩ
ⲉⲣⲱⲟⲩ	ⲉⲣⲱ|ⲟⲩ
ⲉⲩϭⲟϫⲓ	ⲉ|ⲩ|ϭⲟϫⲓ
ⲛⲥⲱⲛ	ⲛⲥⲱ|ⲛ
ⲧⲉⲛⲱⲟⲩ	ⲧⲉⲛ|ⲱⲟⲩ
ⲛϩⲏⲧ	ⲛ|ϩⲏⲧ
.	.
ⲉⲩϫⲉ-ⲟⲩⲁ	ⲉ|ⲩ|ϫⲉ-ⲟⲩⲁ
ⲉⲣⲟⲛ	ⲉⲣⲟ|ⲛ
ⲧⲉⲛϯ-ϩⲟ	ⲧⲉⲛ|ϯ-ϩⲟ
ⲉⲣⲱⲟⲩ	ⲉⲣⲱ|ⲟⲩ
ⲁⲛⲉⲣⲙⲫⲣⲏϯ	ⲁ|ⲛ|ⲉⲣ|ⲙ|ⲫ|ⲣⲏϯ
ⲛϩⲁⲛⲉⲡⲓⲕⲁⲑⲉⲣⲙⲁ	ⲛ|ϩⲁⲛ|ⲉⲡⲓⲕⲁⲑⲉⲣⲙⲁ
ⲛⲧⲉⲡⲁⲓⲕⲟⲥⲙⲟⲥ	ⲛⲧⲉ|ⲡⲁⲓ|ⲕⲟⲥⲙⲟⲥ
ⲁⲛⲉⲣ-ϣⲃⲉ	ⲁ|ⲛ|ⲉⲣ-ϣⲃⲉ
ⲛⲟⲩⲟⲛ	ⲛ|ⲟⲩⲟⲛ
ⲛⲓⲃⲉⲛ	ⲛⲓⲃⲉⲛ
ϣⲁⲉϧⲟⲩⲛ	ϣⲁ|ⲉϧⲟⲩⲛ
ⲉⲧⲁⲓⲟⲩⲛⲟⲩ	ⲉ|ⲧⲁⲓ|ⲟⲩⲛⲟⲩ
.	.
ⲛⲁⲓϫⲫⲓⲟ	ⲛⲁⲓ|ϫⲫⲓⲟ
ⲙⲙⲱⲧⲉⲛ	ⲙⲙⲱ|ⲧⲉⲛ
ⲁⲛ	ⲁⲛ
ⲉⲓⲥϧⲁⲓ	ⲉ|ⲓ|ⲥϧⲁⲓ
ⲛⲛⲁⲓ	ⲛ|ⲛⲁⲓ
ⲛⲱⲧⲉⲛ	ⲛⲱ|ⲧⲉⲛ
ⲁⲗⲗⲁ	ⲁⲗⲗⲁ
ⲉⲓϯ-ⲥⲃⲱ	ⲉ|ⲓ|ϯ-ⲥⲃⲱ
ⲛⲱⲧⲉⲛ	ⲛⲱ|ⲧⲉⲛ
ⲙⲫⲣⲏϯ	ⲙ|ⲫ|ⲣⲏϯ
ⲛϩⲁⲛϣⲏⲣⲓ	ⲛ|ϩⲁⲛ|ϣⲏⲣⲓ
ⲙⲙⲉⲛⲣⲓⲧ	ⲙ|ⲙⲉⲛⲣⲓⲧ
ⲛⲧⲏⲓ	ⲛⲧⲏ|ⲓ
.	.
ⲉϣⲱⲡ	ⲉϣⲱⲡ
ⲅⲁⲣ	ⲅⲁⲣ
ⲉⲟⲩⲟⲛⲧⲱⲧⲉⲛ	ⲉ|ⲟⲩⲟⲛⲧⲱⲧⲉ|ⲛ
ⲙⲙⲁⲩ	ⲙⲙⲁⲩ
ⲛⲟⲩⲑⲃⲁ	ⲛ|ⲟⲩ|ⲑⲃⲁ
ⲛϭⲁⲩⲙⲱⲓⲧ	ⲛ|ϭⲁⲩⲙⲱⲓⲧ
ϧⲉⲛⲡⲭⲣⲓⲥⲧⲟⲥ	ϧⲉⲛ|ⲡ|ⲭⲣⲓⲥⲧⲟⲥ
ⲁⲗⲗⲁ	ⲁⲗⲗⲁ
ⲛⲟⲩⲙⲏϣ	ⲛ|ⲟⲩ|ⲙⲏϣ
ⲛⲓⲱⲧ	ⲛ|ⲓⲱⲧ
ⲁⲛ	ⲁⲛ
ⲛϩⲣⲏⲓ	ⲛ|ϩⲣⲏⲓ
ϧⲉⲛⲡⲭⲣⲓⲥⲧⲟⲥ	ϧⲉⲛ|ⲡ|ⲭⲣⲓⲥⲧⲟⲥ
ⲓⲏⲥⲟⲩⲥ	ⲓⲏⲥⲟⲩⲥ
ⲉⲃⲟⲗ	ⲉⲃⲟⲗ
ϩⲓⲧⲟⲧϥ	ϩⲓⲧⲟⲧ|ϥ
ⲙⲡⲓⲉⲩⲁⲅⲅⲉⲗⲓⲟⲛ	ⲙ|ⲡⲓ|ⲉⲩⲁⲅⲅⲉⲗⲓⲟⲛ
ⲁⲛⲟⲕ	ⲁⲛⲟⲕ
ⲁⲓϫⲫⲉⲑⲏⲛⲟⲩ	ⲁ|ⲓ|ϫⲫⲉ|ⲑⲏⲛⲟⲩ
.	.
ϯϯ-ϩⲟ	ϯ|ϯ-ϩⲟ
ⲟⲩⲛ	ⲟⲩⲛ
ⲉⲣⲱⲧⲉⲛ	ⲉⲣⲱ|ⲧⲉⲛ
ϣⲱⲡⲓ	ϣⲱⲡⲓ
ⲉⲣⲉⲧⲉⲛⲟⲛⲓ	ⲉⲣⲉ|ⲧⲉⲛ|ⲟⲛⲓ
ⲙⲙⲟⲓ	ⲙⲙⲟ|ⲓ
.	.
ⲉⲑⲃⲉⲡϩⲁⲓ	ⲉⲑⲃⲉ|ⲡϩⲁⲓ
ⲁⲓⲟⲩⲱⲣⲡ	ⲁ|ⲓ|ⲟⲩⲱⲣⲡ
ⲛⲱⲧⲉⲛ	ⲛⲱ|ⲧⲉⲛ
ⲛⲧⲓⲙⲟⲑⲉⲟⲥ	ⲛ|ⲧⲓⲙⲟⲑⲉⲟⲥ
ⲉⲧⲉⲡⲁϣⲏⲣⲓ	ⲉⲧⲉ|ⲡⲁ|ϣⲏⲣⲓ
ⲙⲙⲉⲛⲣⲓⲧ	ⲙ|ⲙⲉⲛⲣⲓⲧ
ⲡⲉ	ⲡⲉ
ⲟⲩⲟϩ	ⲟⲩⲟϩ
ⲙⲡⲓⲥⲧⲟⲥ	ⲙ|ⲡⲓⲥⲧⲟⲥ
ϧⲉⲛⲡϭⲟⲓⲥ	ϧⲉⲛ|ⲡ|ϭⲟⲓⲥ
ⲡϩⲁⲓ	ⲡ|ϩⲁⲓ
ⲉⲑⲛⲁⲑⲣⲉⲧⲉⲛⲉⲣⲫⲙⲉⲩⲓ	ⲉⲑ|ⲛⲁ|ⲑⲣⲉ|ⲧⲉⲛ|ⲉⲣ|ⲫ|ⲙⲉⲩⲓ
ⲛⲛⲁⲙⲱⲓⲧ	ⲛ|ⲛⲁ|ⲙⲱⲓⲧ
ϧⲉⲛⲡⲭⲣⲓⲥⲧⲟⲥ	ϧⲉⲛ|ⲡ|ⲭⲣⲓⲥⲧⲟⲥ
ⲓⲏⲥⲟⲩⲥ	ⲓⲏⲥⲟⲩⲥ
ⲕⲁⲧⲁ	ⲕⲁⲧⲁ
ⲫⲣⲏϯ	ⲫ|ⲣⲏϯ
ⲉϯϯ-ⲥⲃⲱ	ⲉ|ϯ|ϯ-ⲥⲃⲱ
ϧⲉⲛⲙⲁⲓ	ϧⲉⲛ|ⲙⲁⲓ
ⲛⲓⲃⲉⲛ	ⲛⲓⲃⲉⲛ
ϧⲉⲛⲛⲓⲉⲕⲕⲗⲏⲥⲓⲁ	ϧⲉⲛ|ⲛⲓ|ⲉⲕⲕⲗⲏⲥⲓⲁ
ⲧⲏⲣⲟⲩ	ⲧⲏⲣ|ⲟⲩ
.	.
ϩⲱⲥ	ϩⲱⲥ
ⲛϯⲛⲏⲟⲩ	ⲛ|ϯ|ⲛⲏⲟⲩ
ⲇⲉ	ⲇⲉ
ϩⲁⲣⲱⲧⲉⲛ	ϩⲁⲣⲱ|ⲧⲉⲛ
ⲁⲛ	ⲁⲛ
ⲁ~ϩⲁⲛⲟⲩⲟⲛ	ⲁ~|ϩⲁⲛ|ⲟⲩⲟⲛ
ϭⲓⲥⲓ	ϭⲓⲥⲓ
ⲛϩⲏⲧ	ⲛ|ϩⲏⲧ
ⲉⲓⲉⲓ	ⲉⲓⲉ|ⲓ
ⲇⲉ	ⲇⲉ
ϩⲁⲣⲱⲧⲉⲛ	ϩⲁⲣⲱ|ⲧⲉⲛ
ⲛⲭⲱⲗⲉⲙ	ⲛ|ⲭⲱⲗⲉⲙ
ⲉϣⲱⲡ	ⲉϣⲱⲡ
ⲉⲫⲟⲩⲱϣ	ⲉ|ⲫ|ⲟⲩⲱϣ
ⲙⲡϭⲟⲓⲥ	ⲙ|ⲡ|ϭⲟⲓⲥ
ⲡⲉ	ⲡⲉ
ⲟⲩⲟϩ	ⲟⲩⲟϩ
ⲉⲓⲉⲉⲙⲓ	ⲉⲓⲉ|ⲉⲙⲓ
ⲉⲡⲥⲁϫⲓ	ⲉ|ⲡ|ⲥⲁϫⲓ
ⲁⲛ	ⲁⲛ
ⲛⲛⲏ	ⲛ|ⲛⲏ
ⲉⲧⲁⲩϭⲓⲥⲓ	ⲉⲧ|ⲁ|ⲩ|ϭⲓⲥⲓ
ⲛϩⲏⲧ	ⲛ|ϩⲏⲧ
ⲁⲗⲗⲁ	ⲁⲗⲗⲁ
ⲉⲧⲟⲩϫⲟⲙ	ⲉ|ⲧⲟⲩ|ϫⲟⲙ
.	.
ϯⲙⲉⲧ-ⲟⲩⲣⲟ	ϯ|ⲙⲉⲧ-ⲟⲩⲣⲟ
ⲅⲁⲣ	ⲅⲁⲣ
ⲛⲧⲉⲫⲛⲟⲩϯ	ⲛⲧⲉ|ⲫ|ⲛⲟⲩϯ
ⲛⲁⲥϧⲉⲛⲡⲥⲁϫⲓ	ⲛ|ⲁ|ⲥ|ϧⲉⲛ|ⲡ|ⲥⲁϫⲓ
ⲁⲛ	ⲁⲛ
ⲁⲗⲗⲁ	ⲁⲗⲗⲁ
ⲁⲥϧⲉⲛⲟⲩϫⲟⲙ	ⲁ|ⲥ|ϧⲉⲛ|ⲟⲩ|ϫⲟⲙ
.	.
ⲟⲩ	ⲟⲩ
ϫⲉⲡⲉⲧⲉⲧⲉⲛⲟⲩⲁϣϥ	ϫⲉ|ⲡ|ⲉⲧⲉ|ⲧⲉⲛ|ⲟⲩⲁϣ|ϥ
ⲛⲧⲁⲓ	ⲛⲧⲁ|ⲓ
ϩⲁⲣⲱⲧⲉⲛ	ϩⲁⲣⲱ|ⲧⲉⲛ
ϧⲉⲛⲟⲩϣⲃⲱⲧ	ϧⲉⲛ|ⲟⲩ|ϣⲃⲱⲧ
ϣⲁⲛϧⲉⲛⲟⲩⲁⲅⲁⲡⲏ	ϣⲁ|ⲛ|ϧⲉⲛ|ⲟⲩ|ⲁⲅⲁⲡⲏ
ⲙⲡⲛⲉⲩⲙⲁ	ⲙ|ⲡⲛⲉⲩⲙⲁ
ⲙⲙⲉⲧ-ⲣⲉⲙ-ⲣⲁⲩϣ	ⲙ|ⲙⲉⲧ-ⲣⲉⲙ-ⲣⲁⲩϣ
.	.
ϩⲟⲗⲱⲥ	ϩⲟⲗⲱⲥ
ⲥⲉⲥⲱⲧⲉⲙ	ⲥⲉ|ⲥⲱⲧⲉⲙ
ⲉⲟⲩⲡⲟⲣⲛⲓⲁ	ⲉ|ⲟⲩ|ⲡⲟⲣⲛⲓⲁ
ϧⲉⲛⲑⲏⲛⲟⲩ	ϧⲉⲛ|ⲑⲏⲛⲟⲩ
ⲟⲩⲟϩ	ⲟⲩⲟϩ
ⲟⲩⲡⲟⲣⲛⲓⲁ	ⲟⲩ|ⲡⲟⲣⲛⲓⲁ
ⲙⲡⲁⲓⲣⲏϯ	ⲙ|ⲡⲁⲓ|ⲣⲏϯ
ⲑⲁⲓ	ⲑⲁⲓ
ⲉⲧⲉⲛⲥϣⲟⲡ	ⲉⲧⲉ|ⲛ|ⲥ|ϣⲟⲡ
ⲁⲛ	ⲁⲛ
ϧⲉⲛⲛⲓⲕⲉⲉⲑⲛⲟⲥ	ϧⲉⲛ|ⲛⲓ|ⲕⲉ|ⲉⲑⲛⲟⲥ
ϩⲱⲥⲧⲉ	ϩⲱⲥⲧⲉ
ⲛⲧⲉⲟⲩⲁⲓ	ⲛⲧⲉ|ⲟⲩⲁⲓ
ϭⲓ	ϭⲓ
ⲧⲥϩⲓⲙⲓ	ⲧ|ⲥϩⲓⲙⲓ
ⲙⲡⲉϥⲓⲱⲧ	ⲙ|ⲡⲉϥ|ⲓⲱⲧ
.	.
ⲟⲩⲟϩ	ⲟⲩⲟϩ
ⲛⲑⲱⲧⲉⲛ	ⲛⲑⲱⲧⲉⲛ
ϩⲱⲧⲉⲛ	ϩⲱ|ⲧⲉⲛ
ⲧⲉⲧⲉⲛϭⲟⲥⲓ	ⲧⲉⲧⲉⲛ|ϭⲟⲥⲓ
ⲛϩⲏⲧ	ⲛ|ϩⲏⲧ
ⲟⲩⲟϩ	ⲟⲩⲟϩ
ⲉⲑⲃⲉⲟⲩ	ⲉⲑⲃⲉ|ⲟⲩ
ⲙⲁⲗⲗⲟⲛ	ⲙⲁⲗⲗⲟⲛ
ⲙⲡⲉⲧⲉⲛⲉⲣ-ϩⲏⲃⲓ	ⲙⲡⲉ|ⲧⲉⲛ|ⲉⲣ-ϩⲏⲃⲓ
ϩⲓⲛⲁ	ϩⲓⲛⲁ
ⲛⲥⲉⲱⲗⲓ	ⲛ|ⲥⲉ|ⲱⲗⲓ
ⲉⲃⲟⲗ	ⲉⲃⲟⲗ
ϧⲉⲛⲧⲉⲧⲉⲛⲙⲏϯ	ϧⲉⲛ|ⲧⲉⲧⲉⲛ|ⲙⲏϯ
ⲙⲫⲏ	ⲙ|ⲫⲏ
ⲉⲧⲁϥⲓⲣⲓ	ⲉⲧ|ⲁ|ϥ|ⲓⲣⲓ
ⲙⲡⲁⲓϩⲱⲃ	ⲙ|ⲡⲁⲓ|ϩⲱⲃ
ⲙⲡⲁⲓⲣⲏϯ	ⲙ|ⲡⲁⲓ|ⲣⲏϯ
.	.
ⲁⲛⲟⲕ	ⲁⲛⲟⲕ
ⲙⲉⲛ	ⲙⲉⲛ
ⲅⲁⲣ	ⲅⲁⲣ
ⲛϯⲛⲉⲙⲱⲧⲉⲛ	ⲛ|ϯ|ⲛⲉⲙⲱ|ⲧⲉⲛ
ⲁⲛ	ⲁⲛ
ϧⲉⲛⲡⲓⲥⲱⲙⲁ	ϧⲉⲛ|ⲡⲓ|ⲥⲱⲙⲁ
ϯⲛⲉⲙⲱⲧⲉⲛ	ϯ|ⲛⲉⲙⲱ|ⲧⲉⲛ
ⲇⲉ	ⲇⲉ
ϧⲉⲛⲡⲓⲡⲛⲉⲩⲙⲁ	ϧⲉⲛ|ⲡⲓ|ⲡⲛⲉⲩⲙⲁ
ϩⲏⲇⲏ	ϩⲏⲇⲏ
ⲉⲓϯ-ϩⲁⲡ	ⲉ|ⲓ|ϯ-ϩⲁⲡ
ϩⲱⲥ	ϩⲱⲥ
ⲉⲓⲛⲉⲙⲱⲧⲉⲛ	ⲉ|ⲓ|ⲛⲉⲙⲱ|ⲧⲉⲛ
ⲙⲫⲏ	ⲙ|ⲫⲏ
ⲉⲧⲁϥⲓⲣⲓ	ⲉⲧ|ⲁ|ϥ|ⲓⲣⲓ
ⲙⲡⲁⲓϩⲱⲃ	ⲙ|ⲡⲁⲓ|ϩⲱⲃ
ⲙⲡⲁⲓⲣⲏϯ	ⲙ|ⲡⲁⲓ|ⲣⲏϯ
.	.
ϧⲉⲛⲫⲣⲁⲛ	ϧⲉⲛ|ⲫ|ⲣⲁⲛ
ⲙⲡⲉⲛϭⲟⲓⲥ	ⲙ|ⲡⲉⲛ|ϭⲟⲓⲥ
ⲓⲏⲥⲟⲩⲥ	ⲓⲏⲥⲟⲩⲥ
ⲡⲭⲣⲓⲥⲧⲟⲥ	ⲡ|ⲭⲣⲓⲥⲧⲟⲥ
ⲛⲧⲉⲧⲉⲛⲑⲱⲟⲩϯ	ⲛ|ⲧⲉⲧⲉⲛ|ⲑⲱⲟⲩϯ
ⲉⲩⲙⲁ	ⲉ|ⲩ|ⲙⲁ
ⲛⲉⲙⲡⲁⲡⲛⲉⲩⲙⲁ	ⲛⲉⲙ|ⲡⲁ|ⲡ|ⲛⲉⲩⲙⲁ
ⲛⲉⲙϯϫⲟⲙ	ⲛⲉⲙ|ϯ|ϫⲟⲙ
ⲛⲧⲉⲡⲉⲛϭⲟⲓⲥ	ⲛⲧⲉ|ⲡⲉⲛ|ϭⲟⲓⲥ
ⲓⲏⲥⲟⲩⲥ	ⲓⲏⲥⲟⲩⲥ
ⲡⲭⲣⲓⲥⲧⲟⲥ	ⲡ|ⲭⲣⲓⲥⲧⲟⲥ
.	.
ⲉϯ	ⲉ|ϯ
ⲙⲫⲁⲓ	ⲙ|ⲫⲁⲓ
ⲙⲡⲁⲓⲣⲏϯ	ⲙ|ⲡⲁⲓ|ⲣⲏϯ
ⲉⲧⲟⲧϥ	ⲉⲧⲟⲧ|ϥ
ⲙⲡⲥⲁⲧⲁⲛⲁⲥ	ⲙ|ⲡ|ⲥⲁⲧⲁⲛⲁⲥ
ⲉⲡⲧⲁⲕⲟ	ⲉ|ⲡ|ⲧⲁⲕⲟ
ⲛⲧⲉϯⲥⲁⲣⲝ	ⲛⲧⲉ|ϯ|ⲥⲁⲣⲝ
ϩⲓⲛⲁ	ϩⲓⲛⲁ
ⲛⲧⲉⲡⲓⲡⲛⲉⲩⲙⲁ	ⲛⲧⲉ|ⲡⲓ|ⲡⲛⲉⲩⲙⲁ
ⲛⲟϩⲉⲙ	ⲛ|ⲟϩⲉⲙ
ϧⲉⲛⲡⲉϩⲟⲟⲩ	ϧⲉⲛ|ⲡⲉ|ϩⲟⲟⲩ
ⲙⲡⲉⲛϭⲟⲓⲥ	ⲙ|ⲡⲉⲛ|ϭⲟⲓⲥ
ⲓⲏⲥⲟⲩⲥ	ⲓⲏⲥⲟⲩⲥ
ⲡⲭⲣⲓⲥⲧⲟⲥ	ⲡ|ⲭⲣⲓⲥⲧⲟⲥ
.	.
ⲛⲁⲛⲉⲡⲉⲧⲉⲛϣⲟⲩϣⲟⲩ	ⲛⲁⲛⲉ|ⲡⲉⲧⲉⲛ|ϣⲟⲩϣⲟⲩ
ⲁⲛ	ⲁⲛ
ⲛⲧⲉⲧⲉⲛⲉⲙⲓ	ⲛ|ⲧⲉⲧⲉⲛ|ⲉⲙⲓ
ⲁⲛ	ⲁⲛ
ϫⲉⲟⲩⲕⲟⲩϫⲓ	ϫⲉ|ⲟⲩ|ⲕⲟⲩϫⲓ
ⲛϣⲉⲙⲏⲣ	ⲛ|ϣⲉⲙⲏⲣ
ϣⲁϥⲑⲣⲉⲡⲓⲟⲩⲱϣⲉⲙ	ϣⲁ|ϥ|ⲑⲣⲉ|ⲡⲓ|ⲟⲩⲱϣⲉⲙ
ⲧⲏⲣϥ	ⲧⲏⲣ|ϥ
ϭⲓ-ϣⲉⲙⲏⲣ	ϭⲓ-ϣⲉⲙⲏⲣ
.	.
ⲙⲁⲧⲟⲩⲃⲉⲡⲓϣⲉⲙⲏⲣ	ⲙⲁ|ⲧⲟⲩⲃⲉ|ⲡⲓ|ϣⲉⲙⲏⲣ
ⲛⲁⲡⲁⲥ	ⲛ|ⲁⲡⲁⲥ
ⲉⲃⲟⲗ	ⲉⲃⲟⲗ
ϧⲉⲛⲑⲏⲛⲟⲩ	ϧⲉⲛ|ⲑⲏⲛⲟⲩ
ϩⲓⲛⲁ	ϩⲓⲛⲁ
ⲛⲧⲉⲧⲉⲛϣⲱⲡⲓ	ⲛ|ⲧⲉⲧⲉⲛ|ϣⲱⲡⲓ
ⲛⲟⲩⲱϣⲉⲙ	ⲛ|ⲟⲩ|ⲱϣⲉⲙ
ⲙⲃⲉⲣⲓ	ⲙ|ⲃⲉⲣⲓ
ⲕⲁⲧⲁⲫⲣⲏϯ	ⲕⲁⲧⲁ|ⲫ|ⲣⲏϯ
ⲉⲧⲉⲧⲉⲛⲟⲓ	ⲉ|ⲧⲉⲧⲉⲛ|ⲟⲓ
ⲛⲁⲧϣⲉⲙⲏⲣ	ⲛⲁ|ⲧ|ϣⲉⲙⲏⲣ
ⲕⲉ	ⲕⲉ
ⲅⲁⲣ	ⲅⲁⲣ
ⲡⲉⲛⲡⲁⲥⲭⲁ	ⲡⲉⲛ|ⲡⲁⲥⲭⲁ
ⲁⲩϣⲁⲧϥ	ⲁ|ⲩ|ϣⲁⲧ|ϥ
ⲡⲭⲣⲓⲥⲧⲟⲥ	ⲡ|ⲭⲣⲓⲥⲧⲟⲥ
.	.
ϩⲱⲥⲧⲉ	ϩⲱⲥⲧⲉ
ⲙⲁⲣⲉⲛⲉⲣ-ϣⲁⲓ	ⲙⲁⲣⲉ|ⲛ|ⲉⲣ-ϣⲁⲓ
ϧⲉⲛⲟⲩϣⲉⲙⲏⲣ	ϧⲉⲛ|ⲟⲩ|ϣⲉⲙⲏⲣ
ⲛⲁⲡⲁⲥ	ⲛ|ⲁⲡⲁⲥ
ⲁⲛ	ⲁⲛ
ⲟⲩⲇⲉ	ⲟⲩⲇⲉ
ϧⲉⲛⲟⲩϣⲉⲙⲏⲣ	ϧⲉⲛ|ⲟⲩ|ϣⲉⲙⲏⲣ
ⲛⲕⲁⲕⲓⲁ	ⲛ|ⲕⲁⲕⲓⲁ
ⲁⲛ	ⲁⲛ
ⲛⲉⲙⲡⲟⲛⲏⲣⲓⲁ	ⲛⲉⲙ|ⲡⲟⲛⲏⲣⲓⲁ
ⲁⲗⲗⲁ	ⲁⲗⲗⲁ
ϧⲉⲛϩⲁⲛⲙⲉⲧ-ⲁⲧ-ϣⲉⲙⲏⲣ	ϧⲉⲛ|ϩⲁⲛ|ⲙⲉⲧ-ⲁⲧ-ϣⲉⲙⲏⲣ
ⲛⲧⲉⲟⲩⲧⲟⲩⲃⲟ	ⲛⲧⲉ|ⲟⲩ|ⲧⲟⲩⲃⲟ
ⲛⲉⲙⲟⲩⲙⲉⲑ-ⲙⲏⲓ	ⲛⲉⲙ|ⲟⲩ|ⲙⲉⲑ-ⲙⲏⲓ
.	.
ⲁⲓⲥϧⲁⲓ	ⲁ|ⲓ|ⲥϧⲁⲓ
ⲛⲱⲧⲉⲛ	ⲛⲱ|ⲧⲉⲛ
ϩⲓϯⲉⲡⲓⲥⲧⲟⲗⲏ	ϩⲓ|ϯ|ⲉⲡⲓⲥⲧⲟⲗⲏ
ⲉϣⲧⲉⲙⲙⲟⲩϫⲧ	ⲉ|ϣⲧⲉⲙ|ⲙⲟⲩϫⲧ
ⲛⲉⲙⲛⲓⲡⲟⲣⲛⲟⲥ	ⲛⲉⲙ|ⲛⲓ|ⲡⲟⲣⲛⲟⲥ
.	.
ⲛⲁⲓϫⲉⲣⲉ	ⲛⲁ|ⲓ|ϫⲉ|ⲣⲉ
ⲛⲓⲡⲟⲣⲛⲟⲥ	ⲛⲓ|ⲡⲟⲣⲛⲟⲥ
ⲁⲛ	ⲁⲛ
ⲛⲧⲉⲡⲁⲓⲕⲟⲥⲙⲟⲥ	ⲛⲧⲉ|ⲡⲁⲓ|ⲕⲟⲥⲙⲟⲥ
ⲓⲉ	ⲓⲉ
ⲛⲓⲣⲉϥ-ϭⲓ-ⲛ-ϫⲟⲛⲥ	ⲛⲓ|ⲣⲉϥ-ϭⲓ-ⲛ-ϫⲟⲛⲥ
ⲓⲉ	ⲓⲉ
ⲛⲓⲣⲉϥ-ϩⲱⲗⲉⲙ	ⲛⲓ|ⲣⲉϥ-ϩⲱⲗⲉⲙ
ⲓⲉ	ⲓⲉ
ⲛⲓⲣⲉϥ-ϣⲁⲙϣⲉ-ⲓⲇⲱⲗⲟⲛ	ⲛⲓ|ⲣⲉϥ-ϣⲁⲙϣⲉ-ⲓⲇⲱⲗⲟⲛ
ⲙⲙⲟⲛ	ⲙⲙⲟⲛ
ⲛⲁⲥⲙⲡϣⲁ	ⲛⲁ|ⲥ|ⲙⲡϣⲁ
ⲛⲱⲧⲉⲛ	ⲛⲱ|ⲧⲉⲛ
ⲡⲉ	ⲡⲉ
ⲛⲧⲉⲧⲉⲛⲓ	ⲛ|ⲧⲉⲧⲉⲛ|ⲓ
ⲉⲃⲟⲗ	ⲉⲃⲟⲗ
ϧⲉⲛⲡⲁⲓⲕⲟⲥⲙⲟⲥ	ϧⲉⲛ|ⲡⲁⲓ|ⲕⲟⲥⲙⲟⲥ
.	.
ϯⲛⲟⲩ	ϯⲛⲟⲩ
ⲇⲉ	ⲇⲉ
ⲁⲓⲥϧⲁⲓ	ⲁ|ⲓ|ⲥϧⲁⲓ
